"Word","Length","SUBTLWF","POS"
"demand","6","17.12","NN|VB"
"demands","7","9.71","NN|VB"
"democracy","9","6.61","NN"
"Dennis","6","16.75","NN"
"dentist","7","11.20","NN"
"department","10","63.84","NN"
"departure","9","5.39","NN"
"depending","9","6.00","VB|NN"
"depends","7","28.57","VB|NN"
"deposit","7","10.80","NN|VB"
"depressed","9","16.27","JJ|VB"
"depressing","10","6.35","JJ|VB"
"depression","10","7.96","NN"
"deputy","6","15.65","NN"
"describe","8","16.98","VB"
"described","9","9.06","VB"
"deserve","7","43.73","VB"
"daughter","8","171.35","NN"
"daughters","9","9.98","NN"
"daylight","8","9.57","NN"
"deadline","8","5.86","NN"
"dealers","7","5.29","NN"
"dearest","7","7.10","JJ"
"deceased","8","6.29","JJ|VB"
"December","8","7.59","NN"
"decision","8","55.06","NN"
"decisions","9","15.31","NN"
"declare","7","7.57","VB|NN"
"declared","8","6.53","VB|JJ"
"dedicated","9","8.16","VB|JJ"
"deeply","6","14.43","RB"
"defeated","8","5.57","VB|JJ"
"defence","7","8.02","NN"
"defendant","9","17.73","NN"
"defending","9","7.82","VB"
"defense","7","32.65","NN"
"defensive","9","5.45","JJ|NN"
"definite","8","6.16","JJ"
"definitely","10","75.45","RB|NN"
"definition","10","5.80","NN"
"crystal","7","16.14","NN"
"culture","7","13.94","NN"
"curiosity","9","8.53","NN"
"curious","7","26.22","JJ"
"current","7","17.04","JJ|NN"
"currently","9","6.88","RB"
"curtain","7","10.29","NN|VB"
"curtains","8","6.29","NN|VB"
"custody","7","19.25","NN|JJ"
"custom","6","6.20","NN|JJ"
"customer","8","15.20","NN"
"customers","9","19.06","NN"
"customs","7","6.39","NN"
"cycle","5","5.88","NN|VB"
"Cynthia","7","7.84","NN"
"Dallas","6","13.94","NN"
"damage","6","33.06","NN|VB"
"damaged","7","9.08","VB|JJ"
"dancing","7","54.39","NN|VB"
"dangerous","9","74.84","JJ"
"Daniel","6","21.88","NN"
"Daphne","6","17.49","NN"
"darkness","8","17.49","NN"
"courtesy","8","8.12","NN"
"courtroom","9","8.37","NN"
"cousin","6","48.84","NN"
"cousins","7","7.39","NN"
"covenant","8","6.69","NN|JJ"
"coverage","8","6.24","NN"
"cowboy","6","18.98","NN"
"crackers","8","5.67","NN"
"crawling","8","9.06","VB"
"creation","8","6.08","NN"
"creative","8","10.75","JJ"
"creature","8","21.41","NN"
"creatures","9","12.55","NN"
"credit","6","45.82","NN|VB"
"criminal","8","34.47","JJ|NN"
"criminals","9","12.00","NN"
"crisis","6","16.65","NN"
"critical","8","12.25","JJ"
"convince","8","18.73","VB"
"convinced","9","20.80","VB|JJ"
"convict","7","6.35","VB"
"convicted","9","8.24","VB"
"conviction","10","5.94","NN"
"convincing","10","6.92","JJ|VB"
"cookies","7","17.90","NN"
"cooperate","9","10.35","VB"
"coroner","7","8.98","NN"
"corporal","8","15.73","NN"
"corporate","9","10.22","JJ"
"correct","7","44.94","JJ|VB|NN"
"correctly","9","6.06","RB|NN"
"corridor","8","5.57","NN"
"corrupt","7","5.31","JJ|VB"
"costume","7","14.14","NN"
"costumes","8","5.96","NN"
"cottage","7","5.29","NN"
"cotton","6","14.18","NN|VB"
"council","7","16.92","NN"
"counsel","7","14.24","NN|VB"
"counselor","9","9.92","NN"
"countess","8","6.16","NN"
"countries","9","10.53","NN"
"country","7","161.84","NN"
"couples","7","8.02","NN|VB"
"courage","7","23.67","NN"
"connected","9","17.27","VB"
"connection","10","27.18","NN"
"Connie","6","15.80","NN"
"conscience","10","13.90","NN"
"conscious","9","6.80","JJ|NN"
"contain","7","6.08","VB"
"consider","8","52.47","VB"
"considered","10","23.18","VB|JJ"
"consistent","10","5.75","JJ"
"conspiracy","10","10.31","NN"
"constant","8","9.92","JJ|NN"
"constantly","10","8.82","RB"
"consult","7","5.59","VB"
"contact","7","64.80","NN|VB"
"contacted","9","7.43","VB"
"contacts","8","7.90","NN|VB"
"contains","8","5.10","VB|NN"
"contempt","8","5.02","NN"
"continue","8","49.55","VB"
"continued","9","7.25","VB|JJ"
"continues","9","21.35","VB|NN"
"contract","8","32.35","NN"
"contracts","9","5.80","NN"
"contrary","8","8.90","JJ|NN"
"control","7","130.63","NN|VB"
"controlled","10","6.98","VB|JJ"
"controls","8","7.80","NN|VB"
"complaints","10","6.84","NN"
"convenient","10","8.55","JJ"
"convention","10","12.33","NN"
"complaint","9","10.16","NN"
"complete","8","51.69","JJ|VB"
"completed","9","7.67","VB"
"completely","10","84.37","RB|JJ"
"complex","7","13.12","JJ"
"compliment","10","10.25","NN"
"compound","8","7.08","NN|JJ"
"comrade","7","8.55","NN"
"compromise","10","7.02","NN|VB"
"computer","8","59.04","NN"
"computers","9","10.80","NN"
"concerned","9","44.33","VB"
"concerns","8","10.22","NN|VB"
"conduct","7","11.10","VB"
"conclusion","10","9.12","NN"
"concrete","8","7.43","JJ|NN|VB"
"condition","9","37.96","NN|VB"
"conditions","10","12.69","NN|VB"
"condom","6","5.16","NN"
"conference","10","25.41","NN"
"confess","7","15.84","VB"
"confessed","9","5.96","VB"
"confession","10","16.49","NN"
"confidence","10","19.47","NN"
"confident","9","10.65","JJ"
"confirm","7","14.43","VB"
"confirmed","9","13.51","VB"
"conflict","8","8.71","NN"
"confused","8","32.41","VB|JJ"
"confusing","9","9.84","JJ|VB"
"confusion","9","7.12","NN"
"congress","8","8.22","NN"
"collapse","8","5.55","NN|VB"
"collapsed","9","5.67","VB"
"colleague","9","6.78","NN"
"colleagues","10","6.51","NN"
"collect","7","20.00","VB|JJ"
"collected","9","5.75","VB"
"collecting","10","6.84","VB|NN"
"collection","10","18.16","NN"
"college","7","85.18","NN|VB"
"colonel","7","96.25","NN"
"colony","6","5.92","NN"
"Colorado","8","6.31","NN"
"colored","7","7.39","JJ|VB"
"column","6","10.96","NN"
"combat","6","13.84","NN"
"comedy","6","11.80","NN"
"comfort","7","17.22","NN|VB"
"command","7","43.63","NN|VB"
"commander","9","37.00","NN"
"commanding","10","6.90","VB|NN"
"comment","7","12.82","NN|VB"
"commercial","10","16.25","JJ|NN"
"commission","10","13.78","NN|VB"
"commit","6","19.29","VB|NN"
"commitment","10","10.78","NN"
"committed","9","24.02","VB"
"committee","9","22.02","NN"
"communist","9","7.57","NN|JJ"
"community","9","29.14","NN"
"companies","9","11.39","NN"
"companion","9","6.33","NN"
"company","7","147.20","NN"
"compare","7","8.35","VB"
"compared","8","10.53","VB"
"compassion","10","6.25","NN"
"complain","8","12.55","VB|NN"
"classic","7","16.16","JJ|NN"
"classified","10","6.76","VB|JJ"
"clearly","7","29.98","RB"
"clearance","9","6.86","NN"
"Cleveland","9","9.90","NN"
"clients","7","21.00","NN"
"climbed","7","5.00","VB"
"climbing","8","7.88","VB|NN"
"clinic","6","14.00","NN"
"closely","7","9.18","RB"
"closest","7","8.96","JJ"
"clothes","7","101.14","NN"
"clothing","8","10.84","NN|VB"
"clumsy","6","5.39","JJ"
"cocaine","7","8.25","NN"
"cocktail","8","10.88","NN"
"cocoa","5","5.02","NN"
"coffee","6","144.53","NN"
"coffin","6","9.04","NN"
"chicken","7","61.73","NN|VB"
"chickens","8","10.20","NN|VB"
"childhood","9","14.18","NN"
"children","8","175.10","NN"
"Chinatown","9","5.18","NN"
"Chinese","7","44.43","NN|JJ"
"chocolate","9","29.39","NN"
"choices","7","12.47","NN"
"choosing","8","5.41","VB|NN"
"Christ","6","90.14","NN"
"Christian","9","15.90","NN|JJ"
"Christine","9","7.20","NN"
"Christmas","9","122.43","NN"
"chuckles","8","13.04","NN|VB"
"church","6","69.67","NN"
"cigar","5","12.94","NN"
"cigarette","9","26.61","NN"
"cigarettes","10","17.75","NN"
"cigars","6","6.67","NN"
"Cinderella","10","5.98","NN"
"circle","6","21.51","NN|VB"
"circles","7","8.00","NN|VB"
"circuit","7","6.67","NN"
"circus","6","17.06","NN"
"citizen","7","13.33","NN"
"citizens","8","11.96","NN"
"civil","5","15.94","JJ|NN"
"civilian","8","9.39","JJ|NN"
"civilians","9","6.00","NN"
"civilized","9","6.18","JJ"
"claimed","7","7.29","VB"
"Clarence","8","8.59","NN"
"celebrate","9","24.86","VB"
"celebrity","9","7.29","NN"
"cellar","6","9.37","NN"
"cemetery","8","8.69","NN"
"central","7","24.75","JJ|NN"
"centuries","9","7.49","NN"
"century","7","20.84","NN"
"cereal","6","6.35","NN"
"ceremony","8","15.82","NN"
"certain","7","85.37","JJ|RB|NN"
"certainly","9","118.96","RB"
"chairman","8","11.86","NN"
"challenge","9","19.86","NN|VB"
"chamber","7","12.75","NN"
"chambers","8","5.80","NN"
"champagne","9","31.29","NN"
"champion","8","20.92","NN|VB"
"channel","7","24.41","NN|VB"
"channels","8","5.49","NN|VB"
"character","9","38.16","NN"
"characters","10","9.53","NN"
"charity","7","16.49","NN"
"Charlie","7","111.14","NN"
"Charlotte","9","22.12","NN"
"chauffeur","9","5.63","NN|VB"
"checking","8","32.47","VB|NN"
"cheering","8","13.53","VB"
"cheese","6","39.04","NN"
"chemical","8","11.35","NN|JJ"
"chemicals","9","5.71","NN"
"chemistry","9","8.67","NN"
"chewing","7","5.51","VB|NN"
"Chicago","7","41.22","NN"
"canyon","6","8.20","NN"
"capable","7","20.82","JJ"
"capacity","8","8.10","NN"
"capital","7","12.71","NN"
"capture","7","10.59","NN|VB"
"captured","8","12.12","VB"
"careful","7","108.82","JJ"
"carefully","9","23.57","RB"
"carnival","8","7.12","NN"
"Caroline","8","10.33","NN"
"carpenter","9","6.00","NN"
"carriage","8","7.47","NN"
"carrying","8","28.45","VB|NN"
"casino","6","20.37","NN"
"casual","6","7.31","JJ"
"casualties","10","7.31","NN"
"Catherine","9","18.67","NN"
"Catholic","8","12.47","NN|JJ"
"caught","6","93.94","VB"
"caution","7","5.16","NN|VB"
"cavalry","7","6.22","NN|JJ"
"butcher","7","8.51","NN|VB"
"butterfly","9","5.51","NN|RB|JJ"
"buttons","7","8.71","NN|VB"
"cabinet","7","8.33","NN"
"Cadillac","8","5.73","NN"
"Caesar","6","10.22","NN"
"cafeteria","9","5.67","NN"
"calendar","8","7.12","NN|JJ"
"California","10","38.67","NN"
"Calvin","6","9.29","NN"
"camera","6","57.00","NN"
"cameras","7","17.94","NN"
"campaign","8","16.78","NN|VB"
"Canada","6","10.78","NN"
"cancelled","9","6.51","VB"
"candidate","9","8.51","NN"
"cannot","6","126.76","VB"
"briefcase","9","8.59","NN"
"brilliant","9","35.80","JJ"
"British","7","25.16","JJ|NN"
"broadcast","9","8.96","NN|VB|JJ"
"Broadway","8","12.37","NN"
"Brooklyn","8","13.69","NN"
"brothers","8","47.06","NN"
"brutal","6","7.35","JJ"
"bubbles","7","5.98","NN|VB"
"Buchanan","8","5.96","NN"
"Buddha","6","5.16","NN"
"buddies","7","12.14","NN"
"buffalo","7","11.90","NN"
"building","8","99.57","NN|VB"
"buildings","9","9.98","NN"
"bullock","7","6.39","NN"
"burden","6","9.82","NN|VB"
"bureau","6","11.14","NN"
"burglar","7","5.53","NN"
"boogie","6","5.20","NN|VB"
"borrowed","8","10.18","VB"
"Boston","6","24.02","NN"
"bothered","8","10.41","VB|JJ"
"bothering","9","17.98","VB"
"bottles","7","13.37","NN|VB"
"bottom","6","49.92","NN|VB|JJ"
"boulevard","9","5.18","NN"
"bourbon","7","6.25","NN"
"boyfriend","9","72.24","NN"
"bracelet","8","7.80","NN"
"Brandon","7","9.29","NN"
"Brazil","6","5.25","NN"
"breakdown","9","7.31","NN"
"breakfast","9","66.29","NN|VB"
"breathing","9","27.78","NN|VB"
"breeze","6","8.04","NN|VB"
"Brett","5","5.71","NN"
"blackmail","9","7.73","NN|VB"
"blanket","7","12.98","NN"
"blankets","8","5.10","NN"
"blessed","7","13.80","JJ"
"blessing","8","9.71","NN|VB"
"bluffing","8","5.04","VB|NN"
"boarding","8","11.06","VB|NN"
"bodyguard","9","5.73","NN"
"behave","6","16.24","VB"
"behavior","8","22.39","NN"
"behind","6","187.86","minor|NN"
"behold","6","5.94","VB"
"belief","6","7.61","NN"
"believed","8","35.06","VB"
"believes","8","17.35","VB|NN"
"believing","9","10.43","VB"
"belong","6","44.37","VB|JJ"
"belonged","8","10.00","VB"
"belongs","7","27.90","VB"
"beloved","7","12.76","JJ|NN"
"beneath","7","11.63","minor"
"benefit","7","14.35","NN|VB"
"benefits","8","7.43","NN|VB"
"Benjamin","8","9.55","NN"
"Berlin","6","13.43","NN"
"Bernard","7","12.98","NN"
"besides","7","84.86","minor"
"betray","6","9.14","VB"
"betrayed","8","11.57","VB|JJ"
"between","7","175.14","minor|NN"
"beware","6","5.73","VB"
"beyond","6","43.14","minor|NN"
"bicycle","7","6.61","NN"
"biggest","7","40.88","JJ|NN"
"billion","7","11.14","minor|NN"
"biological","10","5.88","JJ"
"birthday","8","97.22","NN"
"bishop","6","16.76","NN"
"bizarre","7","7.29","JJ"
"banquet","7","5.16","NN"
"Barbara","7","22.63","NN"
"barbecue","8","8.94","NN|VB"
"bargain","7","12.00","NN|VB"
"bartender","9","9.76","NN"
"baseball","8","25.25","NN"
"basement","8","21.06","NN"
"basically","9","26.02","RB"
"basketball","10","21.39","NN"
"bastard","7","65.65","NN"
"bastards","8","18.49","NN"
"bathroom","8","61.67","NN"
"bathtub","7","6.10","NN"
"battalion","9","5.84","NN"
"batteries","9","7.94","NN"
"beauty","6","48.24","NN"
"became","6","47.75","VB"
"become","6","115.57","VB"
"becomes","7","24.14","VB"
"becoming","8","22.88","VB|NN|JJ"
"bedroom","7","36.71","NN"
"bedtime","7","6.20","NN"
"beginning","9","63.12","VB|NN"
"begun","5","10.55","VB"
"behalf","6","12.16","NN"
"Austin","6","10.29","NN"
"Australia","9","8.43","NN"
"author","6","7.94","NN|VB"
"authority","9","21.22","NN"
"authorized","10","6.25","VB"
"autograph","9","8.16","NN"
"automatic","9","6.98","JJ|NN"
"automobile","10","5.71","NN"
"autopsy","7","9.59","NN"
"available","9","25.94","JJ"
"avenue","6","16.88","NN"
"average","7","16.65","JJ|NN|VB"
"avoid","5","24.29","VB"
"avoiding","8","6.82","VB"
"awesome","7","31.37","JJ"
"awful","5","63.41","JJ"
"awfully","7","20.29","RB"
"awhile","6","9.47","RB"
"awkward","7","14.31","JJ"
"bachelor","8","9.88","NN"
"background","10","17.63","NN"
"backstage","9","5.12","RB"
"backup","6","16.90","NN|JJ"
"backwards","9","13.08","RB|JJ"
"backyard","8","7.24","NN"
"baggage","7","6.24","NN"
"balance","7","14.98","NN|VB"
"balcony","7","7.31","NN"
"balloon","7","8.67","NN|VB"
"Baltimore","9","7.10","NN"
"banana","6","10.73","NN"
"bananas","7","5.45","NN"
"Arthur","6","33.08","NN"
"article","7","19.57","NN"
"articles","8","6.04","NN"
"artillery","9","5.49","NN"
"artist","6","28.63","NN"
"artists","7","8.08","NN"
"ashamed","7","27.37","JJ"
"asleep","6","49.82","RB|JJ"
"aspirin","7","7.75","NN"
"assassin","8","5.92","NN"
"assault","7","17.57","NN|VB"
"asshole","7","61.61","NN"
"assigned","8","12.12","VB"
"assignment","10","17.88","NN"
"assist","6","7.84","VB"
"assistance","10","10.94","NN"
"assistant","9","32.22","NN"
"associate","9","8.98","VB"
"assume","6","33.47","VB"
"assumed","7","11.35","VB"
"assuming","8","11.10","VB"
"assured","7","6.20","VB"
"Atlanta","7","6.55","NN"
"Atlantic","8","9.88","NN|JJ"
"Atlantis","8","5.27","NN"
"atmosphere","10","9.67","NN"
"attached","8","12.22","VB"
"attack","6","75.55","NN|VB"
"attacked","8","23.90","VB"
"attacking","9","8.00","VB"
"attacks","7","11.33","NN|VB"
"attempt","7","19.12","NN|VB"
"attempted","9","7.69","VB"
"attending","9","7.14","VB"
"attention","9","98.67","NN"
"Attic","5","7.84","NN"
"attitude","8","26.08","NN"
"attorney","8","40.39","NN"
"attract","7","5.69","VB"
"attracted","9","11.86","VB"
"attraction","10","6.82","NN"
"attractive","10","24.63","JJ"
"auction","7","8.90","NN|VB"
"audience","8","25.37","NN"
"audio","5","5.57","JJ|NN"
"audition","8","13.82","NN"
"August","6","10.20","NN"
"auntie","6","7.86","NN"
"Apollo","6","7.06","NN"
"apologies","9","8.80","NN"
"apologize","9","49.37","VB"
"apology","7","15.76","NN"
"apparently","10","47.35","RB"
"appeal","6","13.00","NN|VB"
"appear","6","23.37","VB"
"appearance","10","11.59","NN"
"appeared","8","9.78","VB"
"appears","7","21.06","VB|NN"
"appetite","8","8.94","NN"
"applause","8","11.29","NN"
"apples","6","8.29","NN"
"applied","7","6.16","VB|JJ"
"appointed","9","5.29","VB"
"appreciate","10","85.75","VB"
"approval","8","8.39","NN"
"approach","8","20.98","NN|VB"
"approve","7","11.37","VB"
"approved","8","6.49","VB|JJ"
"April","5","20.65","NN"
"architect","9","6.55","NN"
"arguing","7","10.67","VB|NN"
"argument","8","17.00","NN"
"Arizona","7","11.06","NN"
"Armstrong","9","5.18","NN"
"Arnold","6","8.45","NN"
"arrange","7","15.51","VB"
"arranged","8","16.16","VB"
"arrested","8","34.92","VB"
"arrival","7","8.27","NN"
"arrive","6","18.69","VB"
"arrived","7","38.22","VB"
"arrives","7","9.20","VB"
"arriving","8","7.73","VB"
"arrogant","8","5.22","JJ"
"America","7","77.92","NN"
"American","8","102.22","JJ|NN"
"artery","6","5.31","NN"
"Americans","9","25.35","NN"
"amigo","5","5.08","NN|minor"
"ammo","4","5.37","NN"
"ammunition","10","5.88","NN"
"amongst","7","7.14","minor"
"amount","6","24.75","NN|VB"
"amusing","7","9.20","JJ|VB"
"analysis","8","11.04","NN"
"ancestors","9","5.47","NN"
"anchor","6","7.41","NN|VB"
"ancient","7","21.67","JJ|NN"
"Andrew","6","21.27","NN"
"angels","6","14.59","NN"
"angry","5","58.98","JJ"
"animal","6","45.49","NN"
"animals","7","39.08","NN"
"announce","8","9.76","VB|NN"
"announced","9","5.67","VB|JJ"
"announcer","9","11.25","NN"
"annoying","8","11.12","JJ|VB|NN"
"annual","6","7.20","JJ|NN"
"anonymous","9","8.41","JJ|NN"
"answer","6","176.20","NN|VB"
"answered","8","15.20","VB"
"answering","9","14.02","VB|NN"
"answers","7","29.94","NN|VB"
"Anthony","7","15.39","NN"
"antique","7","6.06","JJ|NN"
"Antonio","7","6.25","NN"
"anxiety","7","6.76","NN"
"anxious","7","14.10","JJ"
"anyhow","6","15.16","RB"
"anymore","7","188.18","RB"
"anyplace","8","5.43","RB"
"anyways","7","8.71","minor|RB|NN"
"anywhere","8","88.25","RB|NN"
"apartment","9","83.04","NN"
"agreed","6","35.92","VB|JJ"
"agreement","9","17.49","NN"
"aircraft","8","9.45","NN"
"airline","7","6.49","NN"
"airplane","8","10.92","NN"
"airport","7","38.04","NN"
"Albert","6","18.61","NN"
"album","5","10.24","NN"
"alcohol","7","16.57","NN"
"alcoholic","9","6.20","JJ|NN"
"Alexander","9","9.51","NN"
"Alfred","6","7.29","NN"
"alibi","5","8.35","NN"
"allergic","8","8.10","JJ"
"alliance","8","9.12","NN"
"allowance","9","5.20","NN"
"Almighty","8","8.75","NN|JJ"
"almost","6","193.27","RB"
"alpha","5","8.12","NN|JJ|minor"
"alright","7","79.29","RB"
"although","8","42.02","minor|NN"
"altogether","10","6.41","RB"
"amateur","7","6.55","NN|JJ"
"amazed","6","5.12","VB"
"amazing","7","81.71","JJ|VB"
"ambassador","10","13.51","NN"
"ambition","8","5.35","NN"
"ambulance","9","22.41","NN"
"ambush","6","5.43","NN|VB"
"addict","6","5.35","NN"
"addition","8","7.75","NN"
"additional","10","5.88","JJ"
"address","7","52.27","NN"
"adjust","6","5.63","VB"
"admiral","7","16.57","NN"
"admit","5","59.20","VB"
"admitted","8","9.16","VB|JJ"
"adopted","7","8.43","VB"
"adorable","8","10.53","JJ"
"adults","6","9.57","NN"
"advance","7","15.98","NN|VB"
"advanced","8","8.84","VB|JJ"
"advantage","9","22.06","NN|VB"
"adventure","9","13.43","NN"
"advice","6","47.98","NN"
"advise","6","12.20","VB"
"advised","7","5.24","VB"
"affair","6","29.45","NN"
"affairs","7","14.65","NN"
"affect","6","11.14","VB"
"affected","8","6.76","VB"
"affection","9","8.45","NN"
"afford","6","44.43","VB"
"Africa","6","18.76","NN"
"African","7","6.76","JJ|NN"
"afternoon","9","91.49","NN"
"afterwards","10","14.00","RB"
"agency","6","19.43","NN"
"agenda","6","7.31","NN"
"aggressive","10","7.94","JJ"

